PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
0.7190995042108341,2.8021610596333,3.6938064755423428,1.8620744988199551,0.9197124481300388,2.997610736945098,-0.9805082596535538,-0.6507970089184815,1.1823106379098467,-0.1265882703934943,-0.2732710250998944,0.5634184174603637,0.4641755880517958,-0.7569064809328461,-0.9046127977421768,-1.122291244564417,0.47942096647923105,0.8441673690293312,0.2007693672551099,-0.9280482149306626
3.244870363085178,1.2701275212909513,-0.6828102983172607,-0.4038817751839617,0.18748719633100566,-0.11740044445859164,-1.4138760638321477,2.8920938820292728,0.5330025606736055,0.4723742987432651,-0.5888391210299772,-0.7939146890858351,-1.0489236564968416,-0.43741510726214666,1.4369332272712803,0.7653510702808503,-1.0625938306375675,-0.3459970986601182,-0.8311323450415617,0.03514256362508482
3.327634131562757,-0.6751333769693524,0.35038556160270884,-1.0671387003751907,-0.4983984815662341,0.04960053159652637,1.5718847578339525,-0.1654523819500743,-0.4179258450593384,-1.3576366838522085,-0.6325156617720216,0.05778066393516856,0.8274342258632272,0.8561280826468131,1.0482093144439066,0.24339699476612414,0.1877723330556953,0.44833912863761044,0.08491575939244643,0.13312106099117554
-1.6317567972149267,0.9442508841824354,2.849946700830553,2.741962696839645,0.07007895765332037,-2.0349292492333606,0.12037971888849337,-1.0526853782158463,1.2232754288207957,-1.2612779808045949,0.24048576460637977,0.7595008479592872,0.5953498072444794,-1.1188170271990037,-0.7463775404102642,0.5500254555158257,-0.9358435547032089,-0.04192306368218585,-0.717003578606751,0.2897411084845613
-2.472543030611308,-0.1585011055564705,0.9713120223450243,-1.226374937278874,0.6841615477189061,-0.14149268917944402,-0.9229939392010508,0.19025314591242146,0.4842734057547114,-1.0956643641319253,0.46248202284064055,0.7157076052661598,-0.907969312337743,1.0424040783866986,-0.1438641475114289,0.88241389471435,0.49031545920657704,-0.4670891130823475,0.9893537561977134,0.12311268116000974
-2.3988442539591777,-0.7238767674030377,0.9763227683404047,-0.7339200459618539,0.49812540025583646,0.06882664175654289,-1.0129588414295436,0.240357732756018,-1.2131259253685094,-0.4928667459493921,-0.37495762478709943,0.03340558171455459,0.40108314076224394,-0.23703456334442524,0.31793712405707014,0.1352752013583451,-0.7929004139805003,0.6786973866000365,0.4932284780802403,0.21197858287683374
1.4384986677237706,2.4496493494156417,2.9103348485487284,-1.122311019239943,0.4871934594100107,-1.2755806670571195,0.47204793213606555,-2.109244355805965,1.4658614034689783,-1.6405505576992565,-1.583735327323619,-0.13628430019311108,0.3697125980468237,0.4376918548819472,-0.9037687581242678,0.669570158756129,-0.10368896303232994,0.0035132397061579113,-0.8065280531583193,0.2522268105463078
-0.032318560775903116,-0.024569712963434763,-0.5806446469471969,-1.7619002863687034,0.574242125487084,-1.3516265037389743,-0.0333371009561083,-0.8904728063183448,1.0266961001514279,1.6763196616166696,-0.46256923075905765,0.5284084787878078,0.16087385895883682,-1.6008638476288761,0.4449452376242544,0.14486780698139717,-0.29275269883896227,0.7370913283942793,0.5102169304454628,-0.10030863472818657
1.6597576412783714,-0.8333992903310083,-1.2321043134076668,0.034848675709852485,-1.004232216126129,0.40762601545571486,-0.9522429928371762,-0.3040726168522531,0.03414569064341744,-0.667896583666003,0.024501212192934937,-0.827410634909798,0.5798654155082696,0.753609519269344,-1.4839671486423485,-0.27202818965883907,-0.021535648280068584,0.42914807308919667,-0.1458012394301596,0.18561117159265783
2.17269055106772,0.6537532659292794,3.676984392928626,1.6191640215830319,-1.4529841885186903,-0.4000662598894673,-0.7221501409738624,-1.301179756857147,0.892900725244607,0.5625883372539664,-0.16438090115216786,1.5002435946945982,-0.9112157210387148,0.8193754511534064,-0.23468488919599778,-0.38425246309385636,0.0692867083507709,0.827178623798605,0.08145782654794803,0.2504205549940436
0.5545719406576701,-0.6054576185908173,0.6839019540753098,0.4523777424597505,2.5499556783736756,2.623610261649532,0.7613542213603526,0.8404111504190585,0.2518276364427493,0.28580677536163546,0.6888479875093132,-1.4974148756315806,-0.04423583230935078,-1.5083334605799752,-1.0676486171284196,-0.8054985462152967,0.39598825856906794,0.7516787688900939,-0.07593322505422197,0.21245604296950038
-0.9921309079378975,0.989270772000641,-0.5468137606063714,-2.0090243181718925,0.7181764840696144,0.11439474751649222,-1.2371142490351295,0.4907579644779269,-0.12295065046261236,-1.7085623240072874,0.6619976622054663,1.1040967990254382,-0.6467421160674759,0.2046775106598435,-0.2213170330373892,-0.14066244434345704,-0.08097185847568789,0.09396344242732345,0.12044407168554234,0.19793318386589356
0.7391492426449159,0.9694186116953049,-0.9361130764296213,2.0579261173106866,0.27942689023600453,4.426102358215489,0.040899936041975365,-0.12472101535312062,0.8503976108268504,0.8330909134741269,1.1440897700205743,1.5287598281326502,1.078099057638247,-0.9601317418711182,0.2207202932025975,0.6238053483053277,0.9126493755609454,0.3862379428348964,0.016859834347647477,0.0656419137984511
-2.274084185780572,-1.558151043926003,1.0530809550361395,-0.678342496779997,-0.4164634080240204,-0.6337094524878818,-1.0889610601734956,0.5288158097548442,-1.47576861331822,-0.15304733080357827,0.3611706358073268,0.40635972660535424,0.6650920936665544,-0.454202807303852,-0.03692218236123212,-0.4559365235898312,0.7895685118390202,-0.09750953645858565,0.26355055463631105,0.046128066275492985
-1.1043351643104375,1.467855421181809,0.9154969625800659,1.6920484026755949,-1.9546050320200046,0.46175595108413725,0.877080492341876,0.0553959976490285,-1.850547440456923,1.3787877945860643,1.3343519005789404,-0.5323792799715185,-0.9868385232086774,0.017386684792479797,-0.177291314164311,-0.513904530563262,0.2595890163866107,-0.4444595106904488,0.43200290325431034,0.25369063071597736
-1.7422911822351415,0.7107901521193943,0.48426522684357004,1.598876291094422,-0.10800115595028834,-0.1432856019585712,0.9166532073007082,-0.13475015750132063,-0.5911252285636743,-0.387596200103071,0.40953823832524083,-1.6171838240565806,-0.5205730484286532,-0.16459206046453254,0.4668360821573584,0.5231875868775973,-0.9153930276024568,0.3716884098858163,0.5667701856445115,0.3235673189562764
-1.5805816987500425,-0.8618117890179248,3.0860732063412257,0.8729587483652943,0.044072363774729166,-1.2987034626583887,-1.8221014527517043,-0.701710464252308,-0.8571542486316164,-1.2555085400495982,-1.0500185769805364,1.1694731370437395,0.37621023289908045,-0.3772141304737354,-0.37559783695463556,-0.8983171373058257,1.000423067695209,0.6817958280077544,-1.081646037209401,0.10788471230073851
-0.41204048121645165,-0.4784914783761877,0.764362732979688,-0.2666070709716692,0.3335883631655981,-0.4372840496481604,0.17039964699786617,-0.10922311703815467,0.09839551376891051,0.7258865782682039,-0.11056317015230567,-1.3752539900546639,-0.17935888675854766,-0.43620423195550334,-0.4499628343180316,-0.30577065624714056,-1.3385758781769161,-0.0673486683055056,0.4273585771406586,0.22150486591304008
-2.0634602437603213,0.974142684398069,-1.0331804222286833,0.36951539005178574,0.5231107072057556,-0.8819907708058844,0.8112987486699272,-0.3412498234716432,0.33137770871542105,0.32954862715749256,-0.35308829163858707,0.03847432136461731,-0.3651822232140556,-0.9067054450844487,0.33090224494607606,-0.3525718947211863,0.3977469487364653,-1.0300160485303254,0.23674440141692915,-0.059383303088707144
-2.413893552361579,-0.6416316214477151,0.9907254107066436,-0.9018503172259656,0.3933905814137294,-0.07599001533512316,-1.152117253832155,0.298074149134981,-1.0436572431171336,-0.29838229156074453,0.18672245385441522,0.17179980999876085,0.33598668544977855,-0.6041825049570289,0.2810257130213989,0.01139171923040365,-0.7684347001161708,-0.14022276387649635,0.23457522989901158,0.17843668647018435
0.7973687061573903,-0.638957413869425,-0.5225500607570459,0.23702094902655876,0.28614931215046163,0.5422043153473178,0.1723406572681657,0.35174215405480636,0.6243388835000823,-1.180511287556054,-0.2672136617424634,0.6655437160211246,-0.1007794748827681,0.6460031839592308,1.4680913462535985,-0.024149882946290956,-1.0293300541790034,1.4606853101187474,0.35125745559144905,-1.0945080058157042
-0.8820073237499669,2.4554841918995605,0.2864815625382134,-1.0086193839163504,-0.7998214172882234,0.6975159591678733,-0.11571279245317935,-0.23779173110483323,0.39549595040345564,1.106741528423408,0.2797970077005053,0.7301249924860694,-0.7497868625857033,0.7221058312343355,-0.6158684462776658,-0.27718768915966546,-0.3864400655202213,-0.022731221780704216,1.0314793215732605,-1.0940292962283864
-0.8483898058482524,-0.09007748061925187,0.012700101965676135,-1.1649557373287887,0.2870511716361533,0.47437401712561583,-1.27764422783784,0.9728611078869662,-0.2815439735639744,-2.0132107654431306,0.3027824168961958,1.051209082705635,0.6790921112524168,0.3613656110084169,0.1278958899764359,-0.35985455312478515,-1.0826237483813412,0.6126332295304087,0.21501441873252392,0.31042579120721475
